"TID","UA"
"TID_SHOTGUN_BLAST_DESC","Двостволка Булла завдає серйозної шкоди, але має малу дальність. Тому Булл віддає перевагу тісному спілкуванню."
"TID_CHARGE","БУЛЬДОЗЕР"
"TID_CHARGE_DESC","Нахиливши голову, Булл проноситься крізь ворогів і перешкоди. Наполегливість — його друге я."
"TID_ROCKET_GIRL","БРОК"
"TID_ROCKET_GIRL_DESC","Брок — геймер і троль. Насправді він романтичний інтроверт, але заради перемоги готовий вийти із зони комфорту!"
"TID_FIREWORKS_WEAPON","РОКОВА РАКЕТА"
"TID_FIREWORKS_WEAPON_DESC","Випущена Броком рокова ракета летить високо і далеко."
"TID_FIREWORKS_ULTI","РАКЕТНИЙ ДОЩ"
"TID_FIREWORKS_ULTI_DESC","Загороджувальний ракетний вогонь Брока змітає перешкоди і ворогів. Він окупить тебе під ракетним дощем!"
"TID_TNT_DUDE","ДИНАМАЙК"
"TID_TNT_DUDE_DESC","Динамайк — старий шахтар і золотошукач, який обожнює все підривати. Ніщо не радує його так, як запах диму і гуркіт каменів!"
"TID_MORTAR","ЛОПНУЛЕ ТЕРПІННЯ"
"TID_MORTAR_DESC","Кинута Майком пара шашок легко долає перешкоди, а начинений у них динаміт вибухонебезпечний, як характер Майка!"
"TID_MORTAR_ULTI","ВЕЛИКИЙ БА-БАХ"
"TID_MORTAR_ULTI_DESC","Супермегасильний вибух зносить укриття. Ворогів, що вижили, відкидає вибуховою хвилею!"
"TID_LUCHADOR","ЕЛЬ ПРІМО"
"TID_LUCHADOR_DESC","Ель Прімо завжди в центрі уваги, і він це просто обожнює! Публіка в захваті від нього, а ось колеги — не дуже..."
"TID_LUCHADOR_WEAPON","КУЛАКИ ЛЮТОСТІ"
"TID_LUCHADOR_WEAPON_DESC","Ель Прімо завдає чотири шалених удари своїми могутніми кулаками."
"TID_LUCHADOR_ULTI","МОГУТНІЙ ЛОКОТЬ"
"TID_LUCHADOR_ULTI_DESC","Високо підстрибнувши, Ель Прімо з силою обрушує вниз лікоть, розкидаючи ворогів і руйнуючи укриття."
"TID_TRICKSHOT_DUDE_OLD","РИКОШЕТ"
"TID_TRICKSHOT_DUDE_DESC","Ріко — абсолютно точно справжній міжгалактичний мисливець за головами, а не автомат зі жвачкою, який намагається круто виглядати."
"TID_TRICKSHOT_DUDE_WEAPON","ПРУЖИННІ КУЛІ"
"TID_TRICKSHOT_DUDE_WEAPON_DESC","Відскакуючи від стін, кулі Ріко летять ще далі і можуть дістати ворогів, що сховалися в укритті."
"TID_TRICKSHOT_DUDE_ULTI","КОРОННИЙ УДАР"
"TID_TRICKSHOT_DUDE_ULTI_DESC","Ріко випускає довгу чергу, яка прошиває ворогів і може покривати ще більшу дистанцію, відскакуючи від стін."
"TID_CACTUS","СПАЙК"
"TID_CACTUS_DESC","Усі вважають Спайка просто милим помічником Кольта і Шеллі на ранчо, і ніхто не підозрює, який біль живе в його пораненій душі."
"TID_CACTUS_WEAPON","ГОЛЧАСТА ГРАНАТА"
"TID_CACTUS_WEAPON_DESC","Спайк кидає маленький кактус, який вибухає і обсипає все навколо голками."
"TID_CACTUS_ULTI","ПРИГВОЗДИВ!"
"TID_CACTUS_ULTI_DESC","Спайк кидає колючу гранату, яка завдає шкоди і сповільнює ворогів, що потрапили в зону вибуху."
"TID_BARKEEP","БАРЛІ"
"TID_BARKEEP_DESC","Барлі — робот для приготування напоїв і розмов із відвідувачами. Він одержимий чистотою, і це одразу зрозуміє кожен, хто проллє напій на його барну стійку."
"TID_BARKEEP_WEAPON","НЕРЕДУКОВАНА СУМІШ"
"TID_BARKEEP_WEAPON_DESC","Барлі кидає пляшку, і вона розбивається об землю. Бризки, що розлітаються, завдають шкоди ворогам. Ті з них, хто залишаються в калюжі, продовжують отримувати шкоду."
"TID_BARKEEP_ULTI","ОСТАННЄ ЗАМОВЛЕННЯ"
"TID_BARKEEP_ULTI_DESC","Обрушивши шквал вогняних пляшок, Барлі заливає вогнем величезну площу. За рахунок закладу!"
"TID_MECHANIC","ДЖЕССІ"
"TID_MECHANIC_DESC","Джессі — винахідниця-вундеркінд. Вона майструє зброю і гаджети зі сміття, щоб довести своїй матері Пем, що може постояти за себе."
"TID_MECHANIC_WEAPON","ШОКОВА ГВИНТІВКА"
"TID_MECHANIC_WEAPON_DESC","Джессі стріляє енергосферою, яка може вразити до трьох ворогів, відскакуючи від однієї цілі до іншої. З кожним відскоком шкода зменшується на <damageDecayChain>."
"TID_MECHANIC_ULTI","СКРАППІ!"
"TID_MECHANIC_ULTI_DESC","Джессі встановлює автоматично стріляючу по ворогах турель. Зроблена зі стовідсоткового вторсировини!"
"TID_SHAMAN","НІТА"
"TID_SHAMAN_DESC","Ніта — зовсім маля, але рветься в бій із недитячою люттю! Її шапка у вигляді плюшевого ведмедика ніби натякає: не будіть сплячого ведмедя."
"TID_SHAMAN_WEAPON","ДАВНЯ СИЛА"
"TID_SHAMAN_WEAPON_DESC","Випущена Нітой хвиля енергії завдає шкоди всім ворогам, що потрапили в неї."
"TID_SHAMAN_ULTI","ВЕДМЕЖУТТЯ"
"TID_SHAMAN_ULTI_DESC","Ніта прикликає дух великого ведмежати, щоб разом полювати на ворогів."
"TID_UNDERTAKER","МОРТІС"
"TID_UNDERTAKER_DESC","Мортіс мріяв про кар’єру гробаря і за сумісництвом вампіра, але його планам завадило те, що в парку Старр ніхто не помирає."
"TID_UNDERTAKER_WEAPON","ЗМАХ ЛОПАТОЮ"
"TID_UNDERTAKER_WEAPON_DESC","Стрибок уперед і різкий змах лопатою — і у Мортіса знову повно роботи. Незабаром після того, як усі три стрибки стають доступними, довжина наступного стрибка Мортіса збільшується."
"TID_UNDERTAKER_ULTI","КРОВ ЖИТТЯ"
"TID_UNDERTAKER_ULTI_DESC","Мортіс прикликає кажанів-вампірів, які висмоктують здоров’я у ворожих бійців і відновлюють його власне. Бр-р!"
"TID_CROW","ВОРОН"
"TID_CROW_DESC","Ворон нікому не довіряє і віддає перевагу самотності, але іноді його можна побачити в закусочній разом із Буллом і Бібі."
"TID_CROW_WEAPON","КЛИНКИ"
"TID_CROW_WEAPON_DESC","Ворон кидає три кинджали. Вороги, зачеплені отруєними клинками, поступово втрачають здоров’я, а будь-який діючий на них у цей час лікувальний ефект зменшується."
"TID_CROW_ULTI","НАЛІТ"
"TID_CROW_ULTI_DESC","Злітаючи в небо і повертаючись на землю, Ворон оточує себе кільцем отруєних кинджалів."
"TID_DEAD_MARIACHI","ПОКО"
"TID_DEAD_MARIACHI_DESC","Поко вірить у чудодійну силу музики і так любить свою гітару, що ні на хвилину не припиняє грати. Навіть коли його дуже просять."
"TID_DEAD_MARIACHI_WEAPON","ПОТУЖНИЙ АКОРД"
"TID_DEAD_MARIACHI_WEAPON_DESC","Ударивши по струнах, Поко поширює звукову хвилю, що пронизує до кісток, яка завдає шкоди всім зачепленим ворогам."
"TID_DEAD_MARIACHI_ULTI","НА БІС!"
"TID_DEAD_MARIACHI_ULTI_DESC","Поко лікує себе і друзів поблизу, виконуючи надихаючу мелодію. Не впливає на ворогів."
"TID_BOW_DUDE","БО"
"TID_BOW_DUDE_DESC","Бо вже давно виживає в джунглях. Вражає, враховуючи, що у нього з собою немає нічого, крім іграшок із магазину сувенірів."
"TID_BOW_DUDE_WEAPON","ОРЛИНИЙ ПОГЛЯД"
"TID_BOW_DUDE_WEAPON_DESC","Три випущені Бо вибухові стріли рвуть ворогів на шматки, як орлині пазурі."
"TID_BOW_DUDE_ULTI","ПОЛЮВАННЯ НА ЛИСИЦЬ"
"TID_BOW_DUDE_ULTI_DESC","Пастки Бо вибухають після активації ворогом із невеликою затримкою. Завдавши шкоди, вони відкидають противників назад."
"TID_BOW_DUDE_OVERCHARGE","ПОЛЮВАННЯ НА ВЕДМЕДЯ"
"TID_BOW_DUDE_OVERCHARGE_DESC","Супер Бо встановлює 5 пасток замість 3. При цьому пастки, встановлені раніше, не зникають, тож на карті може бути більше 8 пасток."
"TID_SNIPER","ПАЙПЕР"
"TID_SNIPER_DESC","Пайпер мріє відкрити пекарню і торгувати тістечками, печивом та іншими солодощами. Тільки не варто питати її про минуле, інакше можна опинитися в духовці."
"TID_SNIPER_WEAPON","ПАРАСОЛЬКА"
"TID_SNIPER_WEAPON_DESC","Пайпер робить снайперський постріл із наконечника своєї парасольки. Чим більша дистанція пострілу, тим він стає потужнішим!"
"TID_SNIPER_ULTI","ПРОГУЛЯНКА"
"TID_SNIPER_ULTI_DESC","Пайпер тікає від настирливих шанувальників, залишаючи маленький сувенір на пам’ять: кілька гранат без чеки!"
"TID_MINIGUN_DUDE","ПЕМ"
"TID_MINIGUN_DUDE_DESC","Пем цілими днями сортує сміття на звалищі. Вона чудовий працівник, але в неї зовсім не залишається часу на рідну дочку Джессі..."
"TID_MINIGUN_DUDE_WEAPON","БУРЯ БРУХТУ"
"TID_MINIGUN_DUDE_WEAPON_DESC","Пем обсипає округу шматками металобрухту. Будь ласка, надягни захисні окуляри!"
"TID_MINIGUN_DUDE_ULTI","МАМИН ПОЦІЛУНОК"
"TID_MINIGUN_DUDE_ULTI_DESC","Лікувальна турель Пем зцілює її саму і всіх товаришів, що перебувають у зоні дії турелі."
"TID_BONE_THROWER","МЕТАЧ КІСТОК"
"TID_BONE_THROWER_DESC","Спритно керуючись своїм масивним кулеметом, цей боєць може покласти майже необмежену кількість ворогів (низька швидкість пересування, стійкість до відкидання)."
"TID_BONE_THROWER_WEAPON","МІНІГАН"
"TID_BONE_THROWER_WEAPON_DESC","Цей боєць просто створений для свого мінігана. Він навіть може вести вогонь на ходу!"
"TID_BONE_THROWER_ULTI","АВТОПЕРЕВ’ЯЗКА"
"TID_BONE_THROWER_ULTI_DESC","У запеклій перестрілці отримати подряпину чи серйозну рану простіше простого. Автоперев’язка допоможе всій команді залишитися в строю!"
"TID_BLACK_HOLE","ТАРА"
"TID_BLACK_HOLE_DESC","Карти Тари пророкують тобі суворі випробування! Але не хвилюйся, у неї повно чарівних талісманів, які вона готова продати за вигідною ціною."
"TID_BLACK_HOLE_WEAPON","ТРИ КАРТИ ТАРО"
"TID_BLACK_HOLE_WEAPON_DESC","Недбалий рух руки, і три карти таро пронизують ворогів. Оце вправність!"
"TID_BLACK_HOLE_ULTI","ПРИТЯГАННЯ"
"TID_BLACK_HOLE_ULTI_DESC","Тара чаклунством створює гравітаційний колодязь. Вороги, що потрапили в зону дії, стикаються один з одним, відчуваючи нестерпний біль."
"TID_TURRET_DAMAGE","Шкода турелі"
"TID_TURRET_HEALTH","Здоров’я турелі"
"TID_STAT_DAMAGE_PER_SECOND","Шкода за секунду"
"TID_STAT_DAMAGE_PER_SECOND_EACH","Шкода за секунду"
"TID_STAT_DAMAGE_PER_STRIKE","Шкода від удару"
"TID_ROBOT","ПОМІЧНИК ШЕРИФА АЙРОНС"
"TID_ROBOT_DESC","Створений служити. Покликаний руйнувати."
"TID_ROBOT_WEAPON","РАКЕТНИЙ СНАЙПЕР"
"TID_ROBOT_WEAPON_DESC","Помічник шерифа Айронс запускає вибухову ракету на неймовірно довгу дистанцію з механічною точністю."
"TID_ROBOT_ULTI","СТРИМУВАННЯ НАТОВПУ"
"TID_ROBOT_ULTI_DESC","Коли справа доходить до крайніх заходів, помічник шерифа Айронс готовий обрушити на некерований натовп шквал ракет."
"TID_ARMOR_STAT","Здоров’я"
"TID_HEALTH","Здоров’я"
"TID_STAT_GRENADE_DAMAGE","Шкода від гранати"
"TID_STAT_MISSILE_DAMAGE","Шкода від ракети"
"TID_STAT_HEALTH","Здоров’я"
"TID_STAT_SPEED","Швидкість"
"TID_STAT_DAMAGE","Шкода"
"TID_STAT_DAMAGE_SPECIAL_TARGETS","Шкода особливим цілям"
"TID_STAT_DAMAGE_PER_SHOT","Шкода від кулі"
"TID_STAT_DAMAGE_PER_SHELL","Шкода від пострілу"
"TID_STAT_HAMMER_DAMAGE","Шкода кожні 0,2 с."
"TID_STAT_DAMAGE_OR_HEAL","Шкода / Лікування"
"TID_HERO_INFO_MAX_BOUNCES","Максимум відскоків"
"TID_HERO_INFO_HEAL_REDUCTION","Зменшення лікування"
"TID_BATTLE","ГРАТИ"
"TID_QUIT","Вийти"
"TID_MATCHMAKING_QUIT","Вийти"
"TID_MATCHMAKING_HEADING","Пошук гравців"
"TID_MATCHMAKING_TIME_LABEL","До початку бою"
"TID_MATCHMAKING_PLAYERS","Знайдено гравців: <x> із <y>"
"TID_BUTTON_CANCEL","Скасувати"
"TID_BUTTON_OK","ОК"
"TID_ENTER_NAME_TITLE","Ласкаво просимо до Brawl Stars!"
"TID_ENTER_NAME_BODY","Як вас зватимуть? Тільки не використовуйте своє справжнє ім’я!"
"TID_TIME_DAYS"," д."
"TID_TIME_HOURS"," год."
"TID_TIME_MINS"," хв."
"TID_TIME_SECS"," с."
"TID_TIME_MONTHS"," МІС."
"TID_MATCHMAKING_TIME","Час до початку: <TIME>"
"TID_SUPERCELL_ID_TITLE","Supercell ID"
"TID_SUPERCELL_ID_BUTTON_CONNECTED","Підключено"
"TID_SUPERCELL_ID_BUTTON_DISCONNECTED","Підключення"
"TID_SUPERCELL_ID_LOGIN_BUTTON","Вхід"
"TID_SUPERCELL_ID_NEW_GAME_BUTTON","Грати без входу"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID","Завантажити ігровий прогрес гравця <NAME> (кількість трофеїв: <TROPHIES>)? Для цього потрібно увійти в гру з Supercell ID."
"TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE","Помилка!"
"TID_ERROR_POP_UP_OUT_OF_SYNC","Клієнт і сервер не синхронізовані!"
"TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON","Перезавантажити гру"
"TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE","Помилка підключення"
"TID_ERROR_POP_UP_CONNECTION_FAILED","Не вдається підключитися до сервера. Перевір підключення до Інтернету і спробуй знову."
"TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON","Спробувати знову"
"TID_ERROR_POP_UP_LOGIN_FAILED_TITLE","Увійти не вдалося"
"TID_ERROR_POP_UP_LOGIN_FAILED","Будь ласка, спробуй пізніше."
"TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON","Спробувати знову"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE","Тут є хтось?"
"TID_ERROR_POP_UP_AUTO_DISCONNECTED","Натисни на кнопку внизу, щоб перезавантажити гру."
"TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON","Перезавантажити гру"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE","Доступне оновлення!"
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION","Чудові новини! Доступна нова версія Brawl Stars."
"TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON","Оновити"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE","Технічна перерва"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE","Вибач, на сервері ведуться технічні роботи. Спробуй, будь ласка, пізніше."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON","Спробувати знову"
"TID_ERROR_POP_UP_BANNED_TITLE","Інформація про обліковий запис"
"TID_ERROR_POP_UP_BANNED","Тебе тимчасово заблоковано!"
"TID_ERROR_POP_UP_BANNED_BUTTON","ОК"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Підтримка"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","Докладніше"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Важливе повідомлення"
"TID_INFO_POP_UP_IAP_NOTE","Brawl Stars — безкоштовна гра, але можна прискорити її проходження за допомогою вбудованих покупок (цю можливість можна відключити в налаштуваннях пристрою). Якщо ти приймаєш умови використання та політику конфіденційності, натисни кнопку «ОК»."
